,1p.prs,1p.pst,3p.prs,3p.pst,count
3703,enter,entered,enters,entered,119394206
3704,entertain,entertained,entertains,entertained,0
3705,tonsure,tonsured,tonsures,tonsured,0
3706,enthral,enthralled,enthrals,enthralled,12770
3707,enthrone,enthroned,enthrones,enthroned,0
3708,tool,tooled,tools,tooled,0
3709,enthuse,enthused,enthuses,enthused,52597
3710,toot,tooted,toots,tooted,335690
3711,entice,enticed,entices,enticed,0
3712,entitle,entitled,entitles,entitled,0
3713,tootle,tootled,tootles,tootled,23636
3714,entomb,entombed,entombs,entombed,0
3715,top,topped,tops,topped,0
3716,entrain,entrained,entrains,entrained,27023
3717,entrance,entranced,entrances,entranced,0
3718,top-dress,top-dressed,top-dresses,top-dressed,0
3719,tope,toped,topes,toped,0
3720,entrap,entrapped,entraps,entrapped,0
3721,entreat,entreated,entreats,entreated,0
3722,entrench,entrenched,entrenches,entrenched,78778
3723,entrust,entrusted,entrusts,entrusted,503276
3724,entwine,entwined,entwines,entwined,0
3725,enumerate,enumerated,enumerates,enumerated,0
3726,enunciate,enunciated,enunciates,enunciated,41987
3727,envelop,enveloped,envelops,enveloped,160788
3728,envenom,envenomed,envenoms,envenomed,0
3729,environ,environed,environs,environed,3870498
3730,topple,toppled,topples,toppled,0
3731,envisage,envisaged,envisages,envisaged,360359
3732,envision,envisioned,envisions,envisioned,0
3733,envy,envied,envies,envied,2464445
3734,enwrap,enwrapped,enwraps,enwrapped,0
3735,torment,tormented,torments,tormented,835075
3736,torpedo,torpedoed,torpedos,torpedoed,0
3737,torture,tortured,tortures,tortured,0
3738,toss,tossed,tosses,tossed,2644752
3739,epitomize,epitomized,epitomizes,epitomized,54020
3740,total,totalled,totals,totalled,0
3741,totalize,totalized,totalizes,totalized,0
3742,equal,equalled,equals,equalled,34832354
3743,tote,toted,totes,toted,3761953
3744,totter,tottered,totters,tottered,69468
3745,equalize,equalized,equalizes,equalized,235411
3746,equate,equated,equates,equated,0
3747,touch,touched,touches,touched,36831035
3748,equip,equipped,equips,equipped,4044391
3749,touch-type,touch-typed,touch-types,touch-typed,0
3750,toughen,toughened,toughens,toughened,114555
3751,equivocate,equivocated,equivocates,equivocated,19746
3752,tour,toured,tours,toured,74702459
3753,eradicate,eradicated,eradicates,eradicated,852744
3754,erase,erased,erases,erased,0
3755,erect,erected,erects,erected,2057313
3756,tousle,tousled,tousles,tousled,0
3757,tout,touted,touts,touted,1978808
3758,tow,towed,tows,towed,2869301
3759,towel,towelled,towels,towelled,4901668
3760,erode,eroded,erodes,eroded,774411
3761,tower,towered,towers,towered,0
3762,err,erred,errs,erred,4139438
3763,eructate,eructated,eructates,eructated,0
3764,erupt,erupted,erupts,erupted,300083
3765,escalate,escalated,escalates,escalated,543764
3766,escape,escaped,escapes,escaped,15631531
3767,trace,traced,traces,traced,0
3768,escarp,escarped,escarps,escarped,0
3769,track,tracked,tracks,tracked,112385243
3770,eschew,eschewed,eschews,eschewed,162226
3771,escort,escorted,escorts,escorted,9226628
3772,trade,traded,trades,traded,0
3773,espouse,espoused,espouses,espoused,177210
3774,espy,espied,espies,espied,140341
3775,essay,essayed,essays,essayed,11750312
3776,establish,established,establishes,established,24965292
3777,traduce,traduced,traduces,traduced,0
3778,esteem,esteemed,esteems,esteemed,3733585
3779,traffic,trafficked,traffics,trafficked,0
3780,estimate,estimated,estimates,estimated,22033576
3781,estrange,estranged,estranges,estranged,52948
3782,etch,etched,etches,etched,751420
3783,trail,trailed,trails,trailed,0
3784,train,trained,trains,trained,31816971
3785,traipse,traipsed,traipses,traipsed,0
3786,trammel,trammelled,trammels,trammelled,0
3787,etiolate,etiolated,etiolates,etiolated,0
3788,tramp,tramped,tramps,tramped,1087707
3789,trample,trampled,tramples,trampled,525057
3790,tranquillize,tranquillized,tranquillizes,tranquillized,0
3791,transact,transacted,transacts,transacted,722029
3792,eulogize,eulogized,eulogizes,eulogized,13239
3793,transcend,transcended,transcends,transcended,1753712
3794,transcribe,transcribed,transcribes,transcribed,345253
3795,transfer,transferred,transfers,transferred,61011470
3796,transfigure,transfigured,transfigures,transfigured,0
3797,transfix,transfixed,transfixes,transfixed,0
3798,transform,transformed,transforms,transformed,7488924
3799,transfuse,transfused,transfuses,transfused,13174
3800,evacuate,evacuated,evacuates,evacuated,695163
3801,transgress,transgressed,transgresses,transgressed,101413
3802,evade,evaded,evades,evaded,605626
3803,evaluate,evaluated,evaluates,evaluated,15957355
3804,evanesce,evanesced,evanesces,evanesced,0
3805,transistorize,transistorized,transistorizes,transistorized,0
3806,evangelize,evangelized,evangelizes,evangelized,114754
3807,evaporate,evaporated,evaporates,evaporated,348563
3808,translate,translated,translates,translated,10756065
3809,transliterate,transliterated,transliterates,transliterated,22270
3810,transmigrate,transmigrated,transmigrates,transmigrated,0
3811,even,evened,evens,evened,0
3812,transmit,transmitted,transmits,transmitted,5364052
3813,transmogrify,transmogrified,transmogrifies,transmogrified,0
3814,transmute,transmuted,transmutes,transmuted,70859
3815,transpire,transpired,transpires,transpired,0
3816,transplant,transplanted,transplants,transplanted,0
3817,transport,transported,transports,transported,0
3818,transpose,transposed,transposes,transposed,496158
3819,transship,transshipped,transships,transshipped,0
3820,transubstantiate,transubstantiated,transubstantiates,transubstantiated,0
3821,trap,trapped,traps,trapped,7568482
3822,evict,evicted,evicts,evicted,211591
3823,evidence,evidenced,evidences,evidenced,0
3824,evince,evinced,evinces,evinced,0
3825,eviscerate,eviscerated,eviscerates,eviscerated,44702
3826,travel,travelled,travels,travelled,0
3827,evoke,evoked,evokes,evoked,0
3828,evolve,evolved,evolves,evolved,2978181
3829,exacerbate,exacerbated,exacerbates,exacerbated,0
3830,exact,exacted,exacts,exacted,22304937
3831,traverse,traversed,traverses,traversed,2266937
3832,travesty,travestied,travesties,travestied,0
3833,exaggerate,exaggerated,exaggerates,exaggerated,310913
3834,trawl,trawled,trawls,trawled,0
3835,exalt,exalted,exalts,exalted,193526
3836,examine,examined,examines,examined,13030604
3837,tread,trod,treads,trod,1672572
3838,exasperate,exasperated,exasperates,exasperated,24989
3839,treadle,treadled,treadles,treadled,77233
3840,excavate,excavated,excavates,excavated,158855
3841,treasure,treasured,treasures,treasured,0
3842,exceed,exceeded,exceeds,exceeded,13135673
3843,excel,excelled,excels,excelled,14133468
3844,treat,treated,treats,treated,19442315
3845,except,excepted,excepts,excepted,0
3846,treble,trebled,trebles,trebled,1031575
3847,tree,treed,trees,treed,0
3848,exchange,exchanged,exchanges,exchanged,0
3849,trek,trekked,treks,trekked,0
3850,trellis,trellised,trellises,trellised,0
3851,excise,excised,excises,excised,2047155
3852,tremble,trembled,trembles,trembled,0
3853,excite,excited,excites,excited,3404340
3854,exclaim,exclaimed,exclaims,exclaimed,203941
3855,trench,trenched,trenches,trenched,0
3856,exclude,excluded,excludes,excluded,9556992
3857,trend,trended,trends,trended,0
3858,trepan,trepanned,trepans,trepanned,0
3859,excogitate,excogitated,excogitates,excogitated,0
3860,trephine,trephined,trephines,trephined,0
3861,excommunicate,excommunicated,excommunicates,excommunicated,32335
3862,excoriate,excoriated,excoriates,excoriated,15466
3863,trespass,trespassed,trespasses,trespassed,666474
3864,excrete,excreted,excretes,excreted,83028
3865,excruciate,excruciated,excruciates,excruciated,0
3866,exculpate,exculpated,exculpates,exculpated,19056
3867,excuse,excused,excuses,excused,6390272
3868,execrate,execrated,execrates,execrated,0
3869,execute,executed,executes,executed,8698527
3870,trick,tricked,tricks,tricked,8208473
3871,exemplify,exemplified,exemplifies,exemplified,319405
3872,exempt,exempted,exempts,exempted,7935194
3873,trickle,trickled,trickles,trickled,716225
3874,exercise,exercised,exercises,exercised,39699360
3875,exert,exerted,exerts,exerted,1109622
3876,exhale,exhaled,exhales,exhaled,0
3877,exhaust,exhausted,exhausts,exhausted,7853076
3878,trigger,triggered,triggers,triggered,0
3879,exhibit,exhibited,exhibits,exhibited,15756535
3880,exhilarate,exhilarated,exhilarates,exhilarated,0
3881,trill,trilled,trills,trilled,0
3882,exhort,exhorted,exhorts,exhorted,0
3883,exhume,exhumed,exhumes,exhumed,26454
3884,trim,trimmed,trims,trimmed,10395161
3885,exile,exiled,exiles,exiled,0
3886,exist,existed,exists,existed,25349128
3887,trip,tripped,trips,tripped,0
3888,exit,exited,exits,exited,0
3889,triple,tripled,triples,tripled,12478554
3890,exonerate,exonerated,exonerates,exonerated,79452
3891,triplicate,triplicated,triplicates,triplicated,203607
3892,exorcize,exorcized,exorcizes,exorcized,0
3893,expand,expanded,expands,expanded,24483262
3894,trisect,trisected,trisects,trisected,0
3895,triumph,triumphed,triumphs,triumphed,0
3896,expatiate,expatiated,expatiates,expatiated,0
3897,expatriate,expatriated,expatriates,expatriated,0
3898,expect,expected,expects,expected,34675677
3899,trivialize,trivialized,trivializes,trivialized,50647
3900,expectorate,expectorated,expectorates,expectorated,0
3901,troll,trolled,trolls,trolled,0
3902,expedite,expedited,expedites,expedited,1068027
3903,expel,expelled,expels,expelled,467751
3904,expend,expended,expends,expended,686291
3905,troop,trooped,troops,trooped,0
3906,experience,experienced,experiences,experienced,137134662
3907,experiment,experimented,experiments,experimented,0
3908,trot,trotted,trots,trotted,723756
3909,expiate,expiated,expiates,expiated,27047
3910,expire,expired,expires,expired,3381897
3911,trouble,troubled,troubles,troubled,0
3912,explain,explained,explains,explained,24983915
3913,trounce,trounced,trounces,trounced,0
3914,explicate,explicated,explicates,explicated,66586
3915,explode,exploded,explodes,exploded,1880264
3916,exploit,exploited,exploits,exploited,4851510
3917,explore,explored,explores,explored,31740200
3918,export,exported,exports,exported,0
3919,trudge,trudged,trudges,trudged,85820
3920,expose,exposed,exposes,exposed,3598867
3921,expostulate,expostulated,expostulates,expostulated,0
3922,expound,expounded,expounds,expounded,0
3923,express,expressed,expresses,expressed,59797675
3924,trump,trumped,trumps,trumped,0
3925,trumpet,trumpeted,trumpets,trumpeted,0
3926,truncate,truncated,truncates,truncated,419944
3927,expropriate,expropriated,expropriates,expropriated,55113
3928,trundle,trundled,trundles,trundled,0
3929,expunge,expunged,expunges,expunged,123929
3930,expurgate,expurgated,expurgates,expurgated,0
3931,truss,trussed,trusses,trussed,1484384
3932,trust,trusted,trusts,trusted,0
3933,extemporize,extemporized,extemporizes,extemporized,0
3934,extend,extended,extends,extended,15096022
3935,extenuate,extenuated,extenuates,extenuated,14498
3936,try,tried,tries,tried,114384208
3937,exteriorize,exteriorized,exteriorizes,exteriorized,0
3938,exterminate,exterminated,exterminates,exterminated,193539
3939,externalize,externalized,externalizes,externalized,37962
3940,extinguish,extinguished,extinguishes,extinguished,384710
3941,extirpate,extirpated,extirpates,extirpated,24786
3942,extol,extolled,extols,extolled,149713
3943,tube,tubed,tubes,tubed,0
3944,extract,extracted,extracts,extracted,10962105
3945,tuck,tucked,tucks,tucked,0
3946,extradite,extradited,extradites,extradited,129097
3947,extrapolate,extrapolated,extrapolates,extrapolated,262720
3948,tug,tugged,tugs,tugged,0
3949,tumble,tumbled,tumbles,tumbled,0
3950,extricate,extricated,extricates,extricated,122891
3951,extrude,extruded,extrudes,extruded,85266
3952,exude,exuded,exudes,exuded,0
3953,exult,exulted,exults,exulted,151420
3954,tune,tuned,tunes,tuned,0
3955,eye,eyed,eyes,eyed,0
3956,tunnel,tunnelled,tunnels,tunnelled,0
3957,turf,turfed,turfs,turfed,0
3958,fabricate,fabricated,fabricates,fabricated,388317
3959,face,faced,faces,faced,82807978
3960,turn,turned,turns,turned,80328029
3961,facilitate,facilitated,facilitates,facilitated,0
3962,factor,factored,factors,factored,0
3963,factorize,factorized,factorizes,factorized,23151
3964,tussle,tussled,tussles,tussled,0
3965,tut,tutted,tuts,tutted,945899
3966,fade,faded,fades,faded,0
3967,tutor,tutored,tutors,tutored,0
3968,tut-tut,tut-tutted,tut-tuts,tut-tutted,0
3969,fag,fagged,fags,fagged,743707
3970,twaddle,twaddled,twaddles,twaddled,75584
3971,twang,twanged,twangs,twanged,243118
3972,fail,failed,fails,failed,30145364
3973,tweak,tweaked,tweaks,tweaked,1705761
3974,faint,fainted,faints,fainted,0
3975,tweet,tweeted,tweets,tweeted,168757
3976,twiddle,twiddled,twiddles,twiddled,73421
3977,twig,twigged,twigs,twigged,0
3978,twin,twinned,twins,twinned,20149771
3979,twine,twined,twines,twined,0
3980,fake,faked,fakes,faked,10088583
3981,twinkle,twinkled,twinkles,twinkled,0
3982,twirl,twirled,twirls,twirled,0
3983,fall,fell,falls,fell,65501110
3984,twist,twisted,twists,twisted,0
3985,twit,twitted,twits,twitted,226195
3986,twitch,twitched,twitches,twitched,589741
3987,twitter,twittered,twitters,twittered,0
3988,two-time,two-timed,two-times,two-timed,0
3989,type,typed,types,typed,0
3990,falsify,falsified,falsifies,falsified,212477
3991,typecast,typecast,typecasts,typecast,82396
3992,falter,faltered,falters,faltered,0
3993,typeset,typeset,typesets,typeset,278099
3994,typewrite,typewrote,typewrites,typewrote,0
3995,familiarize,familiarized,familiarizes,familiarized,0
3996,typify,typified,typifies,typified,77155
3997,famish,famished,famishes,famished,0
3998,tyrannize,tyrannized,tyrannizes,tyrannized,19967
3999,fan,fanned,fans,fanned,0
4000,fancy,fancied,fancies,fancied,8777135
4001,uglify,uglified,uglifies,uglified,0
4002,ulcerate,ulcerated,ulcerates,ulcerated,0
4003,fare,fared,fares,fared,5949355
4004,ululate,ululated,ululates,ululated,0
4005,farm,farmed,farms,farmed,0
4006,umpire,umpired,umpires,umpired,0
4007,farrow,farrowed,farrows,farrowed,0
4008,fart,farted,farts,farted,1023292
4009,fascinate,fascinated,fascinates,fascinated,149252
4010,fashion,fashioned,fashions,fashioned,0
4011,fast,fasted,fasts,fasted,93941472
4012,unarm,unarmed,unarms,unarmed,0
4013,fasten,fastened,fastens,fastened,577472
4014,fat,fatted,fats,fatted,48646296
4015,unbalance,unbalanced,unbalances,unbalanced,0
4016,unbar,unbarred,unbars,unbarred,0
4017,fate,fated,fates,fated,0
4018,father,fathered,fathers,fathered,48580528
4019,unbend,unbended,unbends,unbended,0
4020,unbind,unbound,unbinds,unbound,94237
4021,fathom,fathomed,fathoms,fathomed,660038
4022,unbosom,unbosomed,unbosoms,unbosomed,0
4023,fatigue,fatigued,fatigues,fatigued,0
4024,unbuckle,unbuckled,unbuckles,unbuckled,15211
4025,unburden,unburdened,unburdens,unburdened,24566
4026,fatten,fattened,fattens,fattened,101551
4027,fault,faulted,faults,faulted,13112664
4028,favour,favoured,favours,favoured,5196953
4029,fawn,fawned,fawns,fawned,0
4030,faze,fazed,fazes,fazed,0
4031,fear,feared,fears,feared,28042145
4032,uncork,uncorked,uncorks,uncorked,0
4033,uncouple,uncoupled,uncouples,uncoupled,19430
4034,feast,feasted,feasts,feasted,0
4035,uncover,uncovered,uncovers,uncovered,1607309
4036,feather,feathered,feathers,feathered,3331460
4037,featherbed,featherbedded,featherbeds,featherbedded,100764
4038,feature,featured,features,featured,0
4039,undeceive,undeceived,undeceives,undeceived,0
4040,underact,underacted,underacts,underacted,0
4041,federate,federated,federates,federated,84687
4042,underbid,underbid,underbids,underbid,0
4043,undercharge,undercharged,undercharges,undercharged,0
4044,fee,fee'd,fees,fee'd,0
4045,feed,fed,feeds,fed,0
4046,undercut,undercut,undercuts,undercut,428775
4047,underestimate,underestimated,underestimates,underestimated,884360
4048,underexpose,underexposed,underexposes,underexposed,0
4049,feel,felt,feels,felt,91924001
4050,undergo,underwent,undergoes,underwent,2620082
4051,feign,feigned,feigns,feigned,116753
4052,feint,feinted,feints,feinted,0
4053,felicitate,felicitated,felicitates,felicitated,0
4054,underlie,underlay,underlies,underlay,459532
4055,underline,underlined,underlines,underlined,0
4056,fell,felled,fells,felled,15084108
4057,undermine,undermined,undermines,undermined,1945083
4058,undernourish,undernourished,undernourishes,undernourished,0
4059,underpay,underpaid,underpays,underpaid,14020
4060,underpin,underpinned,underpins,underpinned,492734
4061,underplay,underplayed,underplays,underplayed,16540
4062,underquote,underquoted,underquotes,underquoted,0
4063,underrate,underrated,underrates,underrated,20233
4064,underscore,underscored,underscores,underscored,1083605
4065,undersell,undersold,undersells,undersold,13599
4066,undershoot,undershot,undershoots,undershot,27231
4067,undersign,undersigned,undersigns,undersigned,0
4068,fence,fenced,fences,fenced,0
4069,understand,understood,understands,understood,61719969
4070,understate,understated,understates,understated,104574
4071,ferment,fermented,ferments,fermented,241036
4072,understock,understocked,understocks,understocked,0
4073,understudy,understudied,understudies,understudied,0
4074,undertake,undertook,undertakes,undertook,5613443
4075,ferret,ferreted,ferrets,ferreted,1543424
4076,undervalue,undervalued,undervalues,undervalued,0
4077,ferry,ferried,ferries,ferried,9208954
